"aidong_no,aidong_id,source_key,aidong_name,source_character_name,idol_name,group_key,animal_name,physical_no,persona_no,island_name,icon_count,dialogue_count,story_seed_count,character_source,persona_source,crawling_source,album_metaphor_source,sheet_path,midjourney_prompt,source_index_","ile,release_status,is_enabled",_planner_note,_check_status,_source_csv,_updated_at
"11,AIDONG-0011,13_125_든든곰_재윤_8TURN,든든곰,곰재윤,재윤,8TURN,곰돌이,13,125,든든곰개인섬,8,100,100,e_아이동캐릭터/곰돌이/13_125_든든곰_재윤_8TURN.md,c_아이돌_페르소나/8TURN/재윤_페르소나시트.md,b_아이돌_크롤링/8TURN/재윤_크롤링.txt,b_아이돌_크롤링/8TURN/음반메타분석서_8TURN.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/8TURN/13_125_든든곰_재윤_8TURN_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"12,AIDONG-0012,15_124_밝은보컬멍_윤규_8TURN,밝은보컬멍,밝은보컬멍,윤규,8TURN,강아지,15,124,밝은보컬멍개인섬,8,100,100,e_아이동캐릭터/강아지/15_124_밝은보컬멍_윤규_8TURN.md,c_아이돌_페르소나/8TURN/윤규_페르소나시트.md,b_아이돌_크롤링/8TURN/윤규_크롤링.txt,b_아이돌_크롤링/8TURN/음반메타분석서_8TURN.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/8TURN/15_124_밝은보컬멍_윤규_8TURN_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"13,AIDONG-0013,1_122_동글보컬햄_민호_8TURN,동글보컬햄,동글보컬햄,민호,8TURN,햄스터,1,122,동글보컬햄개인섬,8,100,100,e_아이동캐릭터/햄스터/1_122_동글보컬햄_민호_8TURN.md,c_아이돌_페르소나/8TURN/민호_페르소나시트.md,b_아이돌_크롤링/8TURN/민호_크롤링.txt,b_아이돌_크롤링/8TURN/음반메타분석서_8TURN.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/8TURN/1_122_동글보컬햄_민호_8TURN_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"14,AIDONG-0014,37_123_막내삐약_승헌_8TURN,막내삐약,막내삐약,승헌,8TURN,병아리,37,123,막내삐약개인섬,8,100,100,e_아이동캐릭터/병아리/37_123_막내삐약_승헌_8TURN.md,c_아이돌_페르소나/8TURN/승헌_페르소나시트.md,b_아이돌_크롤링/8TURN/승헌_크롤링.txt,b_아이돌_크롤링/8TURN/음반메타분석서_8TURN.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/8TURN/37_123_막내삐약_승헌_8TURN_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"15,AIDONG-0015,56_123_막내가시_승헌_8TURN,막내가시,막내가시,승헌,8TURN,고슴도치,56,123,막내가시개인섬,8,100,100,e_아이동캐릭터/고슴도치/56_123_막내가시_승헌_8TURN.md,c_아이돌_페르소나/8TURN/승헌_페르소나시트.md,b_아이돌_크롤링/8TURN/승헌_크롤링.txt,b_아이돌_크롤링/8TURN/음반메타분석서_8TURN.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/8TURN/56_123_막내가시_승헌_8TURN_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"16,AIDONG-0016,57_126_바다스텝고래_해민_8TURN,바다스텝고래,바다스텝고래,해민,8TURN,고래,57,126,바다스텝고래개인섬,8,100,100,e_아이동캐릭터/고래/57_126_바다스텝고래_해민_8TURN.md,c_아이돌_페르소나/8TURN/해민_페르소나시트.md,b_아이돌_크롤링/8TURN/해민_크롤링.txt,b_아이돌_크롤링/8TURN/음반메타분석서_8TURN.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/8TURN/57_126_바다스텝고래_해민_8TURN_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"17,AIDONG-0017,9_120_시크리듬냥_경민_8TURN,시크리듬냥,시크리듬냥,경민,8TURN,고양이,9,120,시크리듬냥개인섬,8,100,100,e_아이동캐릭터/고양이/9_120_시크리듬냥_경민_8TURN.md,c_아이돌_페르소나/8TURN/경민_페르소나시트.md,b_아이돌_크롤링/8TURN/경민_크롤링.txt,b_아이돌_크롤링/8TURN/음반메타분석서_8TURN.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/8TURN/9_120_시크리듬냥_경민_8TURN_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"18,AIDONG-0018,9_121_검은스텝냥_명호_8TURN,검은스텝냥,검은스텝냥,명호,8TURN,고양이,9,121,검은스텝냥개인섬,8,100,100,e_아이동캐릭터/고양이/9_121_검은스텝냥_명호_8TURN.md,c_아이돌_페르소나/8TURN/명호_페르소나시트.md,b_아이돌_크롤링/8TURN/명호_크롤링.txt,b_아이돌_크롤링/8TURN/음반메타분석서_8TURN.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/8TURN/9_121_검은스텝냥_명호_8TURN_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"19,AIDONG-0019,15_127_갭댄스멍_박우진_AB6IX,갭댄스멍,갭댄스멍,박우진,AB6IX,강아지,15,127,갭댄스멍개인섬,8,100,100,e_아이동캐릭터/강아지/15_127_갭댄스멍_박우진_AB6IX.md,c_아이돌_페르소나/AB6IX/박우진_페르소나시트.md,b_아이돌_크롤링/AB6IX/박우진_크롤링.txt,b_아이돌_크롤링/AB6IX/음반메타분석서_AB6IX.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AB6IX/15_127_갭댄스멍_박우진_AB6IX_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"20,AIDONG-0020,16_128_노트수달_이대휘_AB6IX,노트수달,노트수달,이대휘,AB6IX,수달,16,128,노트수달개인섬,8,100,100,e_아이동캐릭터/수달/16_128_노트수달_이대휘_AB6IX.md,c_아이돌_페르소나/AB6IX/이대휘_페르소나시트.md,b_아이돌_크롤링/AB6IX/이대휘_크롤링.txt,b_아이돌_크롤링/AB6IX/음반메타분석서_AB6IX.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AB6IX/16_128_노트수달_이대휘_AB6IX_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"21,AIDONG-0021,18_45_포근들소_김동현_AB6IX,포근들소,포근들소,김동현,AB6IX,들소,18,45,포근들소개인섬,8,100,100,e_아이동캐릭터/들소/18_45_포근들소_김동현_AB6IX.md,c_아이돌_페르소나/AB6IX/김동현_페르소나시트.md,b_아이돌_크롤링/AB6IX/김동현_크롤링.txt,b_아이돌_크롤링/AB6IX/음반메타분석서_AB6IX.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AB6IX/18_45_포근들소_김동현_AB6IX_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"22,AIDONG-0022,1_129_둥근보컬햄_전웅_AB6IX,둥근보컬햄,웅둥햄,전웅,AB6IX,햄스터,1,129,둥근보컬햄개인섬,8,100,100,e_아이동캐릭터/햄스터/1_129_둥근보컬햄_전웅_AB6IX.md,c_아이돌_페르소나/AB6IX/전웅_페르소나시트.md,b_아이돌_크롤링/AB6IX/전웅_크롤링.txt,b_아이돌_크롤링/AB6IX/음반메타분석서_AB6IX.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AB6IX/1_129_둥근보컬햄_전웅_AB6IX_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"23,AIDONG-0023,15_130_시골멍_이지함_ACE,시골멍,시골멍,이지함,ACE,강아지,15,130,시골멍개인섬,8,100,100,e_아이동캐릭터/강아지/15_130_시골멍_이지함_ACE.md,c_아이돌_페르소나/ACE/이지함_페르소나시트.md,b_아이돌_크롤링/ACE/이지함_크롤링.txt,b_아이돌_크롤링/ACE/음반메타분석서_ACE.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/ACE/15_130_시골멍_이지함_ACE_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"24,AIDONG-0024,8_130_지함늑대_이지함_ACE,지함늑대,지함늑대,이지함,ACE,늑대,8,130,지함늑대개인섬,8,100,100,e_아이동캐릭터/늑대/8_130_지함늑대_이지함_ACE.md,c_아이돌_페르소나/ACE/이지함_페르소나시트.md,b_아이돌_크롤링/ACE/이지함_크롤링.txt,b_아이돌_크롤링/ACE/음반메타분석서_ACE.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/ACE/8_130_지함늑대_이지함_ACE_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"25,AIDONG-0025,10_28_별빛여우_카리나_AESPA,별빛여우,별빛여우,카리나,AESPA,여우,10,28,별빛여우개인섬,8,100,100,e_아이동캐릭터/여우/10_28_별빛여우_카리나_AESPA.md,c_아이돌_페르소나/AESPA/카리나_페르소나시트.md,b_아이돌_크롤링/AESPA/카리나_크롤링.txt,b_아이돌_크롤링/AESPA/음반메타분석서_AESPA.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AESPA/10_28_별빛여우_카리나_AESPA_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"26,AIDONG-0026,11_28_흰범_카리나_AESPA,흰범,흰범,카리나,AESPA,호랑이,11,28,흰범개인섬,8,100,100,e_아이동캐릭터/호랑이/11_28_흰범_카리나_AESPA.md,c_아이돌_페르소나/AESPA/카리나_페르소나시트.md,b_아이돌_크롤링/AESPA/카리나_크롤링.txt,b_아이돌_크롤링/AESPA/음반메타분석서_AESPA.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AESPA/11_28_흰범_카리나_AESPA_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"27,AIDONG-0027,9_28_흰묘_카리나_AESPA,흰묘,흰묘,카리나,AESPA,고양이,9,28,흰묘개인섬,8,100,100,e_아이동캐릭터/고양이/9_28_흰묘_카리나_AESPA.md,c_아이돌_페르소나/AESPA/카리나_페르소나시트.md,b_아이돌_크롤링/AESPA/카리나_크롤링.txt,b_아이돌_크롤링/AESPA/음반메타분석서_AESPA.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AESPA/9_28_흰묘_카리나_AESPA_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"28,AIDONG-0028,10_132_호주여우_스티븐_AHOF,호주여우,호주여우,스티븐,AHOF,여우,10,132,호주여우개인섬,8,100,100,e_아이동캐릭터/여우/10_132_호주여우_스티븐_AHOF.md,c_아이돌_페르소나/AHOF/스티븐_페르소나시트.md,b_아이돌_크롤링/AHOF/스티븐_크롤링.txt,b_아이돌_크롤링/AHOF/음반메타분석서_AHOF.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AHOF/10_132_호주여우_스티븐_AHOF_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"29,AIDONG-0029,11_135_스팟호랑이_주원_AHOF,스팟호랑이,스팟호랑이,주원,AHOF,호랑이,11,135,스팟호랑이개인섬,8,100,100,e_아이동캐릭터/호랑이/11_135_스팟호랑이_주원_AHOF.md,c_아이돌_페르소나/AHOF/주원_페르소나시트.md,b_아이돌_크롤링/AHOF/주원_크롤링.txt,b_아이돌_크롤링/AHOF/음반메타분석서_AHOF.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AHOF/11_135_스팟호랑이_주원_AHOF_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"30,AIDONG-0030,15_132_환생멍_스티븐_AHOF,환생멍,환생멍,스티븐,AHOF,강아지,15,132,환생멍개인섬,8,100,100,e_아이동캐릭터/강아지/15_132_환생멍_스티븐_AHOF.md,c_아이돌_페르소나/AHOF/스티븐_페르소나시트.md,b_아이돌_크롤링/AHOF/스티븐_크롤링.txt,b_아이돌_크롤링/AHOF/음반메타분석서_AHOF.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AHOF/15_132_환생멍_스티븐_AHOF_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"31,AIDONG-0031,15_134_봄날멍_정우_AHOF,봄날멍,봄날멍,정우,AHOF,강아지,15,134,봄날멍개인섬,8,100,100,e_아이동캐릭터/강아지/15_134_봄날멍_정우_AHOF.md,c_아이돌_페르소나/AHOF/정우_페르소나시트.md,b_아이돌_크롤링/AHOF/정우_크롤링.txt,b_아이돌_크롤링/AHOF/음반메타분석서_AHOF.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AHOF/15_134_봄날멍_정우_AHOF_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"32,AIDONG-0032,17_136_래빗_즈언_AHOF,래빗,즈언래빗,즈언,AHOF,토끼,17,136,래빗개인섬,8,100,100,e_아이동캐릭터/토끼/17_136_래빗_즈언_AHOF.md,c_아이돌_페르소나/AHOF/즈언_페르소나시트.md,b_아이돌_크롤링/AHOF/즈언_크롤링.txt,b_아이돌_크롤링/AHOF/음반메타분석서_AHOF.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AHOF/17_136_래빗_즈언_AHOF_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
"33,AIDONG-0033,20_131_베이비프로그_슈아이보_AHOF,베이비프로그,베이비프로그,슈아이보,AHOF,개구리,20,131,베이비프로그개인섬,8,100,100,e_아이동캐릭터/개구리/20_131_베이비프로그_슈아이보_AHOF.md,c_아이돌_페르소나/AHOF/슈아이보_페르소나시트.md,b_아이돌_크롤링/AHOF/슈아이보_크롤링.txt,b_아이돌_크롤링/AHOF/음반메타분석서_AHOF.md,/Users/whtdrgon/Library/CloudStorage/GoogleDrive-mejecrew@gmail.com/내 드라이브/_antigravity_MEJE01/아이동월드/[캐릭터메이킹엔진]/","_아이동캐릭터시트/AHOF/20_131_베이비프로그_슈아이보_AHOF_아이동캐릭터시트.md,,[캐릭터메이킹엔진]/g_아이동월드_콘텐츠팩/data/aidong_static_index.jsonl,active,Y",,,X-CHR-00_aidong_index.csv,2026-06-29
