item_icon_id,icon_serial_no,file_name,asset_path_hint,item_name,name_string_id,item_description,primary_icon_group,is_ingredient,is_food,is_resource,is_aidong_pedia_item,ingredient_tags,food_tags,resource_tags,pedia_item_tags,visual_tags,style_pack,source_folder,source_file_name,generation_prompt,release_status,is_enabled,_planner_note,_check_status,_source_csv,_updated_at
ICON-0011,11,p_0011_upyo.png,image/item_icon/full/p_0011_upyo.png,우표,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,우표|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,002_받침_우표_깃발핀_나뭇가지_단추_봉투_상자_손잡이_스푼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0012,12,p_0012_gitbalpin.png,image/item_icon/full/p_0012_gitbalpin.png,깃발핀,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,깃발핀|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,002_받침_우표_깃발핀_나뭇가지_단추_봉투_상자_손잡이_스푼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0013,13,p_0013_namutgaji.png,image/item_icon/full/p_0013_namutgaji.png,나뭇가지,,자연·식물·광물 > 자연물/식물,mixed,N,N,Y,Y,,,나뭇가지|가지|자연물/식물|자연·식물·광물,자연·식물·광물|자연물/식물,나뭇가지|가지|자연·식물·광물,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,002_받침_우표_깃발핀_나뭇가지_단추_봉투_상자_손잡이_스푼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0014,14,p_0014_danchu.png,image/item_icon/full/p_0014_danchu.png,단추,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,단추|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,002_받침_우표_깃발핀_나뭇가지_단추_봉투_상자_손잡이_스푼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0015,15,p_0015_bongtu.png,image/item_icon/full/p_0015_bongtu.png,봉투,,아이동·pedia 오브젝트 > 수납 > 수납/봉투,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|수납|수납/봉투,봉투|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,002_받침_우표_깃발핀_나뭇가지_단추_봉투_상자_손잡이_스푼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0016,16,p_0016_sangja.png,image/item_icon/phase1/p_0016_sangja.png,상자,,아이동·pedia 오브젝트 > 용기 > 용기/상자,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|용기|용기/상자,상자|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,002_받침_우표_깃발핀_나뭇가지_단추_봉투_상자_손잡이_스푼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0017,17,p_0017_sonjapi.png,image/item_icon/full/p_0017_sonjapi.png,손잡이,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,손잡이|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,002_받침_우표_깃발핀_나뭇가지_단추_봉투_상자_손잡이_스푼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0018,18,p_0018_seupun.png,image/item_icon/full/p_0018_seupun.png,스푼,,아이동·pedia 오브젝트 > 도구 > 도구/스푼,mixed,N,N,Y,Y,,,도구|도구/스푼,아이동·pedia 오브젝트|도구|도구/스푼,스푼|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,002_받침_우표_깃발핀_나뭇가지_단추_봉투_상자_손잡이_스푼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0019,19,p_0019_seulripeo.png,image/item_icon/full/p_0019_seulripeo.png,슬리퍼,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,슬리퍼|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,003_슬리퍼_열쇠_잔_접시_조명_찻숟갈_책갈피_쿠션_프레임.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0020,20,p_0020_yeolsoe.png,image/item_icon/full/p_0020_yeolsoe.png,열쇠,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,열쇠|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,003_슬리퍼_열쇠_잔_접시_조명_찻숟갈_책갈피_쿠션_프레임.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0021,21,p_0021_jan.png,image/item_icon/full/p_0021_jan.png,잔,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,잔|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,003_슬리퍼_열쇠_잔_접시_조명_찻숟갈_책갈피_쿠션_프레임.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0022,22,p_0022_jeopsi.png,image/item_icon/full/p_0022_jeopsi.png,접시,,식자재·요리·주방 > 용기 > 용기/접시,aidong_pedia_item,N,N,N,Y,,,,식자재·요리·주방|용기|용기/접시,접시|식자재·요리·주방,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,003_슬리퍼_열쇠_잔_접시_조명_찻숟갈_책갈피_쿠션_프레임.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0023,23,p_0023_jomyeong.png,image/item_icon/full/p_0023_jomyeong.png,조명,,생활·숙소·가구 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,생활·숙소·가구|일반 소품,조명|생활·숙소·가구,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,003_슬리퍼_열쇠_잔_접시_조명_찻숟갈_책갈피_쿠션_프레임.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0024,24,p_0024_chatsutgal.png,image/item_icon/full/p_0024_chatsutgal.png,찻숟갈,,아이동·pedia 오브젝트 > 도구 > 도구/숟가락,mixed,N,N,Y,Y,,,도구|도구/숟가락,아이동·pedia 오브젝트|도구|도구/숟가락,찻숟갈|숟갈|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,003_슬리퍼_열쇠_잔_접시_조명_찻숟갈_책갈피_쿠션_프레임.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0025,25,p_0025_chaekgalpi.png,image/item_icon/phase1/p_0025_chaekgalpi.png,책갈피,,문구·사무·기록 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,문구·사무·기록|일반 소품,책갈피|문구·사무·기록,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,003_슬리퍼_열쇠_잔_접시_조명_찻숟갈_책갈피_쿠션_프레임.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0026,26,p_0026_kusyeon.png,image/item_icon/full/p_0026_kusyeon.png,쿠션,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,쿠션|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,003_슬리퍼_열쇠_잔_접시_조명_찻숟갈_책갈피_쿠션_프레임.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0027,27,p_0027_peureim.png,image/item_icon/full/p_0027_peureim.png,프레임,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품|형태/프레임,프레임|아이동·pedia 오브젝트,sheets_아이동_구형_pedia_folk_flat,sheets_아이동_구형_pedia_folk_flat,003_슬리퍼_열쇠_잔_접시_조명_찻숟갈_책갈피_쿠션_프레임.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0028,28,p_0028_jido.png,image/item_icon/full/p_0028_jido.png,지도,,여행·야외·탐험 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,여행·야외·탐험|일반 소품,지도|여행·야외·탐험,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,001_지도_엽서_출입증_알파벳B_명함_표지_교재_댄스패스_서류철.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0029,29,p_0029_yeopseo.png,image/item_icon/full/p_0029_yeopseo.png,엽서,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,엽서|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,001_지도_엽서_출입증_알파벳B_명함_표지_교재_댄스패스_서류철.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0030,30,p_0030_chulipjeung.png,image/item_icon/full/p_0030_chulipjeung.png,출입증,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,출입증|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,001_지도_엽서_출입증_알파벳B_명함_표지_교재_댄스패스_서류철.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0031,31,p_0031_alpabetb.png,image/item_icon/full/p_0031_alpabetb.png,알파벳B,,문구·사무·기록 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,문구·사무·기록|일반 소품,알파벳B|문구·사무·기록,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,001_지도_엽서_출입증_알파벳B_명함_표지_교재_댄스패스_서류철.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0032,32,p_0032_myeongham.png,image/item_icon/full/p_0032_myeongham.png,명함,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,명함|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,001_지도_엽서_출입증_알파벳B_명함_표지_교재_댄스패스_서류철.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0033,33,p_0033_pyoji.png,image/item_icon/phase1/p_0033_pyoji.png,표지,,문구·사무·기록 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,문구·사무·기록|일반 소품,표지|문구·사무·기록,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,001_지도_엽서_출입증_알파벳B_명함_표지_교재_댄스패스_서류철.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0034,34,p_0034_gyojae.png,image/item_icon/full/p_0034_gyojae.png,교재,,문구·사무·기록 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,문구·사무·기록|일반 소품,교재|문구·사무·기록,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,001_지도_엽서_출입증_알파벳B_명함_표지_교재_댄스패스_서류철.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0035,35,p_0035_daenseupaeseu.png,image/item_icon/phase1/p_0035_daenseupaeseu.png,댄스패스,,아이돌·공연 > 문서형 > 문서형/패스,aidong_pedia_item,N,N,N,Y,,,,아이돌·공연|문서형|문서형/패스,댄스패스|패스|아이돌·공연,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,001_지도_엽서_출입증_알파벳B_명함_표지_교재_댄스패스_서류철.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0036,36,p_0036_seoryucheol.png,image/item_icon/full/p_0036_seoryucheol.png,서류철,,문구·사무·기록 > 문서형 > 문서형/서류,mixed,N,N,Y,Y,,,종이|문서형|문서형/서류|문구·사무·기록,문구·사무·기록|문서형|문서형/서류,서류철|서류|문구·사무·기록,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,001_지도_엽서_출입증_알파벳B_명함_표지_교재_댄스패스_서류철.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0037,37,p_0037_siheomji.png,image/item_icon/full/p_0037_siheomji.png,시험지,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,시험지|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,002_시험지_알파벳A_알파벳D_연습지_작곡지_출입패스_콘택트시트_콜시트_택.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0038,38,p_0038_alpabeta.png,image/item_icon/full/p_0038_alpabeta.png,알파벳A,,문구·사무·기록 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,문구·사무·기록|일반 소품,알파벳A|문구·사무·기록,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,002_시험지_알파벳A_알파벳D_연습지_작곡지_출입패스_콘택트시트_콜시트_택.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0039,39,p_0039_alpabetd.png,image/item_icon/full/p_0039_alpabetd.png,알파벳D,,문구·사무·기록 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,문구·사무·기록|일반 소품,알파벳D|문구·사무·기록,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,002_시험지_알파벳A_알파벳D_연습지_작곡지_출입패스_콘택트시트_콜시트_택.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0040,40,p_0040_yeonseupji.png,image/item_icon/phase1/p_0040_yeonseupji.png,연습지,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,연습지|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,002_시험지_알파벳A_알파벳D_연습지_작곡지_출입패스_콘택트시트_콜시트_택.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0041,41,p_0041_jakgokji.png,image/item_icon/phase1/p_0041_jakgokji.png,작곡지,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,작곡지|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,002_시험지_알파벳A_알파벳D_연습지_작곡지_출입패스_콘택트시트_콜시트_택.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0042,42,p_0042_chulippaeseu.png,image/item_icon/phase1/p_0042_chulippaeseu.png,출입패스,,아이동·pedia 오브젝트 > 문서형 > 문서형/패스,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|문서형|문서형/패스,출입패스|패스|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,002_시험지_알파벳A_알파벳D_연습지_작곡지_출입패스_콘택트시트_콜시트_택.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0043,43,p_0043_kontaekteusiteu.png,image/item_icon/full/p_0043_kontaekteusiteu.png,콘택트시트,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,콘택트시트|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,002_시험지_알파벳A_알파벳D_연습지_작곡지_출입패스_콘택트시트_콜시트_택.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0044,44,p_0044_kolsiteu.png,image/item_icon/full/p_0044_kolsiteu.png,콜시트,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,콜시트|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,002_시험지_알파벳A_알파벳D_연습지_작곡지_출입패스_콘택트시트_콜시트_택.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0045,45,p_0045_taek.png,image/item_icon/full/p_0045_taek.png,택,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,택|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,002_시험지_알파벳A_알파벳D_연습지_작곡지_출입패스_콘택트시트_콜시트_택.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0046,46,p_0046_poteupolrio.png,image/item_icon/full/p_0046_poteupolrio.png,포트폴리오,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,포트폴리오|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,003_포트폴리오_플래너_플레이리스트_학생증_팔찌_완장_링_훈장_앞치마.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0047,47,p_0047_peulraeneo.png,image/item_icon/full/p_0047_peulraeneo.png,플래너,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,플래너|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,003_포트폴리오_플래너_플레이리스트_학생증_팔찌_완장_링_훈장_앞치마.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0048,48,p_0048_peulreiriseuteu.png,image/item_icon/full/p_0048_peulreiriseuteu.png,플레이리스트,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,플레이리스트|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,003_포트폴리오_플래너_플레이리스트_학생증_팔찌_완장_링_훈장_앞치마.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0049,49,p_0049_haksaengjeung.png,image/item_icon/full/p_0049_haksaengjeung.png,학생증,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,학생증|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,003_포트폴리오_플래너_플레이리스트_학생증_팔찌_완장_링_훈장_앞치마.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0050,50,p_0050_paljji.png,image/item_icon/full/p_0050_paljji.png,팔찌,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,팔찌|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,003_포트폴리오_플래너_플레이리스트_학생증_팔찌_완장_링_훈장_앞치마.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0051,51,p_0051_wanjang.png,image/item_icon/full/p_0051_wanjang.png,완장,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,완장|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,003_포트폴리오_플래너_플레이리스트_학생증_팔찌_완장_링_훈장_앞치마.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0052,52,p_0052_ring.png,image/item_icon/full/p_0052_ring.png,링,,아이동·pedia 오브젝트 > 연결 > 연결/링,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|연결|연결/링,링|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,003_포트폴리오_플래너_플레이리스트_학생증_팔찌_완장_링_훈장_앞치마.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0053,53,p_0053_hunjang.png,image/item_icon/phase1/p_0053_hunjang.png,훈장,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,훈장|아이동·pedia 오브젝트,sheets_아이동_기본_pedia_objects_folk_flat_260620,sheets_아이동_기본_pedia_objects_folk_flat_260620,003_포트폴리오_플래너_플레이리스트_학생증_팔찌_완장_링_훈장_앞치마.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
