aidong_icon_id,aidong_id,icon_type,emotion_code,variant_no,asset_key,asset_path,image_format,width_px,height_px,is_default,is_profile_selectable,sort_order,release_status,is_enabled,_planner_note,_check_status,_source_csv,_updated_at
AICON-AIDONG-0035-DEFAULT,AIDONG-0035,default,neutral,1,aidong_aidong-0035_default,image/아이동아이콘/AIDONG-0035_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0036-DEFAULT,AIDONG-0036,default,neutral,1,aidong_aidong-0036_default,image/아이동아이콘/AIDONG-0036_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0037-DEFAULT,AIDONG-0037,default,neutral,1,aidong_aidong-0037_default,image/아이동아이콘/AIDONG-0037_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0038-DEFAULT,AIDONG-0038,default,neutral,1,aidong_aidong-0038_default,image/아이동아이콘/AIDONG-0038_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0039-DEFAULT,AIDONG-0039,default,neutral,1,aidong_aidong-0039_default,image/아이동아이콘/AIDONG-0039_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0040-DEFAULT,AIDONG-0040,default,neutral,1,aidong_aidong-0040_default,image/아이동아이콘/AIDONG-0040_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0041-DEFAULT,AIDONG-0041,default,neutral,1,aidong_aidong-0041_default,image/아이동아이콘/AIDONG-0041_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0042-DEFAULT,AIDONG-0042,default,neutral,1,aidong_aidong-0042_default,image/아이동아이콘/AIDONG-0042_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0043-DEFAULT,AIDONG-0043,default,neutral,1,aidong_aidong-0043_default,image/아이동아이콘/AIDONG-0043_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0044-DEFAULT,AIDONG-0044,default,neutral,1,aidong_aidong-0044_default,image/아이동아이콘/AIDONG-0044_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0045-DEFAULT,AIDONG-0045,default,neutral,1,aidong_aidong-0045_default,image/아이동아이콘/AIDONG-0045_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0046-DEFAULT,AIDONG-0046,default,neutral,1,aidong_aidong-0046_default,image/아이동아이콘/AIDONG-0046_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0047-DEFAULT,AIDONG-0047,default,neutral,1,aidong_aidong-0047_default,image/아이동아이콘/AIDONG-0047_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0048-DEFAULT,AIDONG-0048,default,neutral,1,aidong_aidong-0048_default,image/아이동아이콘/AIDONG-0048_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0049-DEFAULT,AIDONG-0049,default,neutral,1,aidong_aidong-0049_default,image/아이동아이콘/AIDONG-0049_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0050-DEFAULT,AIDONG-0050,default,neutral,1,aidong_aidong-0050_default,image/아이동아이콘/AIDONG-0050_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0051-DEFAULT,AIDONG-0051,default,neutral,1,aidong_aidong-0051_default,image/아이동아이콘/AIDONG-0051_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0052-DEFAULT,AIDONG-0052,default,neutral,1,aidong_aidong-0052_default,image/아이동아이콘/AIDONG-0052_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0053-DEFAULT,AIDONG-0053,default,neutral,1,aidong_aidong-0053_default,image/아이동아이콘/AIDONG-0053_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0054-DEFAULT,AIDONG-0054,default,neutral,1,aidong_aidong-0054_default,image/아이동아이콘/AIDONG-0054_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0055-DEFAULT,AIDONG-0055,default,neutral,1,aidong_aidong-0055_default,image/아이동아이콘/AIDONG-0055_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0056-DEFAULT,AIDONG-0056,default,neutral,1,aidong_aidong-0056_default,image/아이동아이콘/AIDONG-0056_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0057-DEFAULT,AIDONG-0057,default,neutral,1,aidong_aidong-0057_default,image/아이동아이콘/AIDONG-0057_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0058-DEFAULT,AIDONG-0058,default,neutral,1,aidong_aidong-0058_default,image/아이동아이콘/AIDONG-0058_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0059-DEFAULT,AIDONG-0059,default,neutral,1,aidong_aidong-0059_default,image/아이동아이콘/AIDONG-0059_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0060-DEFAULT,AIDONG-0060,default,neutral,1,aidong_aidong-0060_default,image/아이동아이콘/AIDONG-0060_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0061-DEFAULT,AIDONG-0061,default,neutral,1,aidong_aidong-0061_default,image/아이동아이콘/AIDONG-0061_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0062-DEFAULT,AIDONG-0062,default,neutral,1,aidong_aidong-0062_default,image/아이동아이콘/AIDONG-0062_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0063-DEFAULT,AIDONG-0063,default,neutral,1,aidong_aidong-0063_default,image/아이동아이콘/AIDONG-0063_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0064-DEFAULT,AIDONG-0064,default,neutral,1,aidong_aidong-0064_default,image/아이동아이콘/AIDONG-0064_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0065-DEFAULT,AIDONG-0065,default,neutral,1,aidong_aidong-0065_default,image/아이동아이콘/AIDONG-0065_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0066-DEFAULT,AIDONG-0066,default,neutral,1,aidong_aidong-0066_default,image/아이동아이콘/AIDONG-0066_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0067-DEFAULT,AIDONG-0067,default,neutral,1,aidong_aidong-0067_default,image/아이동아이콘/AIDONG-0067_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0068-DEFAULT,AIDONG-0068,default,neutral,1,aidong_aidong-0068_default,image/아이동아이콘/AIDONG-0068_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0069-DEFAULT,AIDONG-0069,default,neutral,1,aidong_aidong-0069_default,image/아이동아이콘/AIDONG-0069_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0070-DEFAULT,AIDONG-0070,default,neutral,1,aidong_aidong-0070_default,image/아이동아이콘/AIDONG-0070_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0071-DEFAULT,AIDONG-0071,default,neutral,1,aidong_aidong-0071_default,image/아이동아이콘/AIDONG-0071_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0072-DEFAULT,AIDONG-0072,default,neutral,1,aidong_aidong-0072_default,image/아이동아이콘/AIDONG-0072_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0073-DEFAULT,AIDONG-0073,default,neutral,1,aidong_aidong-0073_default,image/아이동아이콘/AIDONG-0073_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0074-DEFAULT,AIDONG-0074,default,neutral,1,aidong_aidong-0074_default,image/아이동아이콘/AIDONG-0074_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0075-DEFAULT,AIDONG-0075,default,neutral,1,aidong_aidong-0075_default,image/아이동아이콘/AIDONG-0075_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0076-DEFAULT,AIDONG-0076,default,neutral,1,aidong_aidong-0076_default,image/아이동아이콘/AIDONG-0076_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0077-DEFAULT,AIDONG-0077,default,neutral,1,aidong_aidong-0077_default,image/아이동아이콘/AIDONG-0077_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0078-DEFAULT,AIDONG-0078,default,neutral,1,aidong_aidong-0078_default,image/아이동아이콘/AIDONG-0078_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0079-DEFAULT,AIDONG-0079,default,neutral,1,aidong_aidong-0079_default,image/아이동아이콘/AIDONG-0079_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0080-DEFAULT,AIDONG-0080,default,neutral,1,aidong_aidong-0080_default,image/아이동아이콘/AIDONG-0080_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0081-DEFAULT,AIDONG-0081,default,neutral,1,aidong_aidong-0081_default,image/아이동아이콘/AIDONG-0081_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0082-DEFAULT,AIDONG-0082,default,neutral,1,aidong_aidong-0082_default,image/아이동아이콘/AIDONG-0082_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0083-DEFAULT,AIDONG-0083,default,neutral,1,aidong_aidong-0083_default,image/아이동아이콘/AIDONG-0083_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0084-DEFAULT,AIDONG-0084,default,neutral,1,aidong_aidong-0084_default,image/아이동아이콘/AIDONG-0084_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0085-DEFAULT,AIDONG-0085,default,neutral,1,aidong_aidong-0085_default,image/아이동아이콘/AIDONG-0085_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0086-DEFAULT,AIDONG-0086,default,neutral,1,aidong_aidong-0086_default,image/아이동아이콘/AIDONG-0086_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0087-DEFAULT,AIDONG-0087,default,neutral,1,aidong_aidong-0087_default,image/아이동아이콘/AIDONG-0087_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0088-DEFAULT,AIDONG-0088,default,neutral,1,aidong_aidong-0088_default,image/아이동아이콘/AIDONG-0088_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0089-DEFAULT,AIDONG-0089,default,neutral,1,aidong_aidong-0089_default,image/아이동아이콘/AIDONG-0089_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0090-DEFAULT,AIDONG-0090,default,neutral,1,aidong_aidong-0090_default,image/아이동아이콘/AIDONG-0090_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0091-DEFAULT,AIDONG-0091,default,neutral,1,aidong_aidong-0091_default,image/아이동아이콘/AIDONG-0091_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0092-DEFAULT,AIDONG-0092,default,neutral,1,aidong_aidong-0092_default,image/아이동아이콘/AIDONG-0092_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0093-DEFAULT,AIDONG-0093,default,neutral,1,aidong_aidong-0093_default,image/아이동아이콘/AIDONG-0093_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0094-DEFAULT,AIDONG-0094,default,neutral,1,aidong_aidong-0094_default,image/아이동아이콘/AIDONG-0094_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0095-DEFAULT,AIDONG-0095,default,neutral,1,aidong_aidong-0095_default,image/아이동아이콘/AIDONG-0095_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0096-DEFAULT,AIDONG-0096,default,neutral,1,aidong_aidong-0096_default,image/아이동아이콘/AIDONG-0096_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0097-DEFAULT,AIDONG-0097,default,neutral,1,aidong_aidong-0097_default,image/아이동아이콘/AIDONG-0097_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0098-DEFAULT,AIDONG-0098,default,neutral,1,aidong_aidong-0098_default,image/아이동아이콘/AIDONG-0098_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0099-DEFAULT,AIDONG-0099,default,neutral,1,aidong_aidong-0099_default,image/아이동아이콘/AIDONG-0099_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0100-DEFAULT,AIDONG-0100,default,neutral,1,aidong_aidong-0100_default,image/아이동아이콘/AIDONG-0100_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0101-DEFAULT,AIDONG-0101,default,neutral,1,aidong_aidong-0101_default,image/아이동아이콘/AIDONG-0101_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0102-DEFAULT,AIDONG-0102,default,neutral,1,aidong_aidong-0102_default,image/아이동아이콘/AIDONG-0102_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0103-DEFAULT,AIDONG-0103,default,neutral,1,aidong_aidong-0103_default,image/아이동아이콘/AIDONG-0103_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0104-DEFAULT,AIDONG-0104,default,neutral,1,aidong_aidong-0104_default,image/아이동아이콘/AIDONG-0104_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0105-DEFAULT,AIDONG-0105,default,neutral,1,aidong_aidong-0105_default,image/아이동아이콘/AIDONG-0105_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0106-DEFAULT,AIDONG-0106,default,neutral,1,aidong_aidong-0106_default,image/아이동아이콘/AIDONG-0106_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0107-DEFAULT,AIDONG-0107,default,neutral,1,aidong_aidong-0107_default,image/아이동아이콘/AIDONG-0107_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0108-DEFAULT,AIDONG-0108,default,neutral,1,aidong_aidong-0108_default,image/아이동아이콘/AIDONG-0108_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0109-DEFAULT,AIDONG-0109,default,neutral,1,aidong_aidong-0109_default,image/아이동아이콘/AIDONG-0109_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0110-DEFAULT,AIDONG-0110,default,neutral,1,aidong_aidong-0110_default,image/아이동아이콘/AIDONG-0110_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0111-DEFAULT,AIDONG-0111,default,neutral,1,aidong_aidong-0111_default,image/아이동아이콘/AIDONG-0111_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0112-DEFAULT,AIDONG-0112,default,neutral,1,aidong_aidong-0112_default,image/아이동아이콘/AIDONG-0112_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
AICON-AIDONG-0113-DEFAULT,AIDONG-0113,default,neutral,1,aidong_aidong-0113_default,image/아이동아이콘/AIDONG-0113_default.png,png,512,512,Y,Y,1,active,Y,,,X-CHR-04_aidong_icon_master.csv,2026-06-29
